condition,network_outrage,political_party,political_ideology,rep_identity,dem_identity,barr_check,barrett_check,seen_quiz,unseen_quiz,barr_familiar,barr_post,barrett_familiar,barrett_post,follow_politics,vote_2016,vote_2018,vote_2020,sm_freq,sm_daily_freq,sm_political_freq,sm_daily_political_freq,sm_share_reason,sm_platforms,online_news_outlets,twitter_handle,mood,gender,ethnicity,age,education
Low Overperception,6,Republican,5,2,-3,1,1,1,1,2,No,3,Yes,2,No,No,Republican Donald Trump,Daily or more,82,4-6 times a week,84,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'TikTok', 'YouTube', 'Twitch']","['Fox News', 'CNN', 'MSN News', 'Washington Post']",NA,2,male,['Asian'],20,High school
Low Overperception,3,Republican,4,1,-1,1,1,0,1,0,No,3,No,1,Yes,Yes,Republican Donald Trump,Daily or more,9,4-6 times a week,5,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'YouTube', 'Twitch', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,female,['White'],34,High school
Low Overperception,3,Republican,5,1,-1,1,1,0,1,2,No,-2,No,1,Yes,Yes,Republican Donald Trump,Daily or more,7,2-3 times a week,0,['I want to make people laugh'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'Huffington Post']",NA,1,Male,['White'],32,Postgraduate/Professional degree/other
High Overperception,7,An Independent,4,-3,2,1,1,0,1,-3,No,1,No,0,No,No,Democrat Joe Biden,Daily or more,93,Once per week,17,"['I want people to see the content', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes', 'Other']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch', 'Other']",['None'],NA,3,Female,['Black or African American'],20,Some college
Low Overperception,3,Democrat,3,-2,2,1,1,0,1,0,Uncertain / Do not remember,2,Yes,2,Yes,Yes,Democrat Joe Biden,Daily or more,71,Daily or more,60,"['I want people to see the content', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Drudge Report', 'Fox News', 'Five Thirty Eight', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",@beastquake,3,Male,['White'],51,2 year degree
High Overperception,6,Democrat,1,-3,2,1,1,0,1,-3,No,2,No,-2,No,Uncertain / Do not remember,Democrat Joe Biden,2-3 times a week,0,Never,0,[],"['Facebook', 'Instagram', 'YouTube']","['CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,1,nonbinary,['Asian'],22,Prefer not to say
Low Overperception,3,Democrat,2,-3,3,1,1,0,1,0,No,2,No,2,Yes,Yes,Democrat Joe Biden,Daily or more,8,Daily or more,9,"['The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'TikTok', 'YouTube', 'Twitch']","['Fox News', 'CNN', 'MSN News']",@STx3Content,3,female,['White'],40,4 year degree
High Overperception,7,Republican,7,3,-2,1,0,0,1,-2,No,-2,No,0,No,No,Republican Donald Trump,Never,0,Never,0,[],"['Facebook', 'YouTube']","['Fox News', 'MSN News']",NA,4,female,['White'],30,2 year degree
High Overperception,7,None,4,-3,-3,1,1,0,1,-3,No,-3,No,-3,No,No,I did not vote,Daily or more,80,Daily or more,66,"['I want people to see the content', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Facebook', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post']",no,2,female,['White'],33,High school
High Overperception,4,Republican,4,2,-2,1,1,0,1,-1,No,0,No,-2,Yes,Uncertain / Do not remember,Republican Donald Trump,Daily or more,59,Never,0,['I want to make people laugh'],"['Facebook', 'Instagram', 'YouTube', 'Parlor']",['None'],NA,3,female,['White'],56,High school
Low Overperception,4,Democrat,1,-2,3,0,0,1,1,NA,NA,0,No,2,Yes,Yes,Democrat Joe Biden,Daily or more,88,4-6 times a week,68,['I want people to see the content'],['Instagram'],['CNN'],NA,2,male,NA,NA,NA
Low Overperception,4,Democrat,2,-3,3,1,1,0,1,2,No,2,No,2,Yes,Yes,Democrat Joe Biden,Daily or more,4,2-3 times a week,0,['I want people to see the content'],"['Twitter', 'Facebook', 'YouTube', 'Other']","['CNN', 'Washington Post', 'Huffington Post']",NA,1,female,['White'],66,4 year degree
Low Overperception,4,Republican,5,2,-1,0,1,0,1,-3,No,-3,No,-2,Yes,No,Republican Donald Trump,Daily or more,5,Never,0,['The content represents my beliefs or attitudes'],"['Facebook', 'YouTube']","['Yahoo! News', 'MSN News', 'NY Times', 'Washington Post', 'Other']",na,2,female,['White'],57,2 year degree
Low Overperception,4,Republican,6,2,-1,1,1,0,1,1,No,0,No,-3,Yes,No,Republican Donald Trump,Daily or more,86,Never,0,"['I want people to see the content', 'I want to make people laugh', 'I want to troll people']","['Twitter', 'Facebook', 'YouTube', 'Twitch']","['NY Times', 'Washington Post', 'Huffington Post']",NA,3,male,['White'],23,2 year degree
High Overperception,5,Republican,2,2,-2,1,1,0,2,0,No,0,No,1,Yes,Yes,Republican Donald Trump,Daily or more,19,Daily or more,18,"['I want people to see the content', ""I want to change people's opinions""]","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post']",NA,1,female,['White'],28,4 year degree
Low Overperception,2,Republican,5,1,-2,1,1,0,1,-3,No,-1,No,1,No,No,I did not vote,Between once per week and once per month,0,Never,0,['I want to make people laugh'],"['Facebook', 'YouTube']","['NY Times', 'Washington Post', 'Huffington Post']",NA,4,male,['White'],42,Some college
Low Overperception,5,Republican,6,3,-2,1,1,0,1,-1,No,2,No,2,Yes,Yes,Republican Donald Trump,Daily or more,1,Once per week,1,['The content represents my beliefs or attitudes'],['Facebook'],"['Fox News', 'CNN', 'MSN News']",NA,3,male,['White'],65,2 year degree
High Overperception,5,Republican,5,2,-2,1,1,0,1,-3,No,-2,No,-2,No,Uncertain / Do not remember,Republican Donald Trump,Daily or more,29,Between once per month and once per year,1,['I want to make people laugh'],"['Twitter', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['NY Times', 'Washington Post', 'Huffington Post']",NA,3,female,['White'],20,Some college
Low Overperception,5,Republican,6,3,-3,1,1,0,1,1,No,1,No,2,Yes,Yes,Republican Donald Trump,Daily or more,16,2-3 times a week,0,"['I want people to see the content', 'I want to make people laugh']","['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Twitch']","['CNN', 'NY Times', 'Washington Post', 'Other']",NA,3,Male,['White'],33,Some college
High Overperception,4,Republican,5,2,-1,1,1,0,2,-2,No,-2,No,-1,Yes,Yes,Republican Donald Trump,Daily or more,12,Between once per week and once per month,1,['The content represents my beliefs or attitudes'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']",['Other'],NA,2,female,['White'],39,4 year degree
High Overperception,4,Republican,5,-3,-3,1,1,0,1,-1,No,-1,No,0,Yes,Yes,Republican Donald Trump,Daily or more,9,Never,0,['Other'],"['Facebook', 'Instagram', 'YouTube', 'Twitch', 'Other']","['Fox News', 'CNN', 'MSN News', 'Other']",NA,3,M,"['Hispanic, Latinx, or Spanish origin', 'White']",38,Some college
High Overperception,7,Republican,5,1,-1,1,1,0,1,-1,No,2,No,2,Yes,Yes,Prefer not to say,Daily or more,20,Daily or more,15,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'YouTube', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",NA,3,female,['White'],33,Postgraduate/Professional degree/other
High Overperception,6,Republican,6,2,-3,0,1,0,1,-3,No,1,No,1,No,No,Republican Donald Trump,Daily or more,9,Between once per week and once per month,0,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,female,['White'],21,Some college
Low Overperception,3,Republican,6,3,-3,1,1,0,1,2,No,3,No,3,Yes,Yes,Republican Donald Trump,Between once per month and once per year,0,Between once per month and once per year,0,[],"['YouTube', 'Other']","['Fox News', 'Other']",NA,2,F,['White'],25,Postgraduate/Professional degree/other
Low Overperception,6,Republican,6,2,-2,1,0,2,2,0,No,1,Uncertain / Do not remember,2,Uncertain / Do not remember,Yes,Republican Donald Trump,2-3 times a week,83,Never,72,"['I want people to see the content', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes', 'Other']","['YouTube', 'Other']",['Fox News'],N/A,3,Male,['White'],32,4 year degree
High Overperception,6,Republican,7,3,-3,1,1,1,1,-2,No,0,No,2,Yes,Yes,Republican Donald Trump,Daily or more,30,2-3 times a week,0,"['I want people to see the content', 'I want to make people laugh']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Drudge Report', 'Fox News']",NA,1,female,['White'],24,High school
High Overperception,5,Democrat,2,-3,2,1,1,0,1,-2,No,1,No,1,No,No,Democrat Joe Biden,Daily or more,9,4-6 times a week,0,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Twitter', 'Instagram', 'TikTok', 'YouTube']","['CNN', 'NY Times', 'Washington Post', 'Other']",NA,2,Female,['White'],18,Some college
Low Overperception,1,Democrat,1,-3,3,1,1,0,0,2,Yes,2,Yes,2,Yes,Yes,Democrat Joe Biden,Daily or more,13,Daily or more,8,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Five Thirty Eight', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",@loud_broad,3,Frmale,['White'],64,4 year degree
High Overperception,7,An Independent,6,2,-3,1,1,1,1,-1,No,0,No,0,Yes,Uncertain / Do not remember,Republican Donald Trump,Daily or more,40,Daily or more,10,['Other'],"['Instagram', 'YouTube', 'Other']",['None'],NA,3,male,['Asian'],44,4 year degree
Low Overperception,4,Republican,6,3,-3,1,1,0,1,-3,No,3,Yes,0,Yes,No,Republican Donald Trump,Daily or more,39,Once per week,12,['I want to make people laugh'],"['Facebook', 'TikTok']","['Fox News', 'Yahoo! News']",NA,1,female,"['American Indian or Alaska Native', 'White']",52,Postgraduate/Professional degree/other
Low Overperception,4,Democrat,1,-2,2,1,1,0,1,0,No,2,No,2,Yes,Yes,Democrat Joe Biden,4-6 times a week,31,4-6 times a week,43,['I want people to see the content'],"['Facebook', 'Instagram']","['Five Thirty Eight', 'CNN']",NA,3,feamle,['White'],36,4 year degree
Low Overperception,6,Republican,4,3,-3,1,1,0,1,-1,No,0,No,2,Yes,Yes,Republican Donald Trump,Daily or more,81,Between once per week and once per month,39,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions""]","['Twitter', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['Fox News', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,Male,['White'],24,High school
Low Overperception,3,Republican,5,2,-3,0,0,0,1,-1,No,0,No,0,Yes,Yes,Republican Donald Trump,Daily or more,23,Once per week,5,['I want to make people laugh'],"['Facebook', 'Instagram', 'YouTube']","['Fox News', 'Washington Post']",NA,2,male,['White'],33,2 year degree
High Overperception,6,Republican,5,2,-3,1,1,0,1,2,No,2,No,2,Yes,Yes,I did not vote,Daily or more,4,2-3 times a week,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Drudge Report', 'Fox News', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",@BriChan97,1,Female,"['Hispanic, Latinx, or Spanish origin']",23,2 year degree
High Overperception,6,Republican,6,2,-2,1,1,0,1,-3,No,0,No,-1,Yes,No,I did not vote,Daily or more,5,Between once per month and once per year,0,['Other'],"['Facebook', 'Instagram', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,Female,"['Asian', 'White']",25,4 year degree
High Overperception,5,Republican,6,2,-2,1,1,0,1,-1,No,2,No,2,No,No,I did not vote,Daily or more,29,2-3 times a week,0,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'Five Thirty Eight', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",@zackwillenzik,3,Male,['White'],21,Some college
High Overperception,6,Democrat,3,-2,0,1,1,0,1,-1,No,1,No,1,Yes,Yes,Republican Donald Trump,Daily or more,4,Between once per week and once per month,1,['I want people to see the content'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']",['None'],NA,3,female,['White'],26,4 year degree
High Overperception,1,Democrat,1,-2,3,1,1,0,2,2,Yes,2,Yes,2,Yes,Yes,Democrat Joe Biden,Daily or more,70,Daily or more,40,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'YouTube']","['NY Times', 'Washington Post', 'Huffington Post', 'Other']",@readerunnatural,3,nonbinary,"['Middle Eastern or North African', 'White']",31,High school
Low Overperception,3,Democrat,2,-2,1,1,1,0,1,-1,No,0,No,0,No,No,Democrat Joe Biden,Daily or more,4,Between once per week and once per month,1,"['I want people to see the content', 'I want to make people laugh', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'YouTube']",['Yahoo! News'],NA,2,Male,"['Hispanic, Latinx, or Spanish origin']",22,Some college
High Overperception,6,Republican,6,2,-2,1,1,0,1,0,No,1,No,1,Yes,Yes,Republican Donald Trump,2-3 times a week,4,Once per week,4,['I want people to see the content'],"['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Gab', 'Parlor']","['Fox News', 'Other']",NA,3,female,['Prefer not to say'],73,Postgraduate/Professional degree/other
Low Overperception,3,Democrat,2,-3,3,1,1,0,1,-1,No,2,No,0,Yes,Yes,Democrat Joe Biden,Daily or more,4,4-6 times a week,0,['I want people to see the content'],"['Instagram', 'YouTube', 'Twitch']","['CNN', 'NY Times', 'Washington Post']",NA,3,male,['White'],26,4 year degree
Low Overperception,2,Democrat,4,-2,1,1,1,0,1,-3,No,0,No,0,Yes,Uncertain / Do not remember,Democrat Joe Biden,Between once per week and once per month,0,Between once per month and once per year,0,[],"['Twitter', 'Facebook', 'YouTube']","['CNN', 'NY Times', 'Other']",NA,3,female,['White'],37,Postgraduate/Professional degree/other
Low Overperception,4,Republican,7,3,-3,1,1,0,1,1,No,3,No,2,Yes,Yes,Republican Donald Trump,Never,0,Never,0,['Other'],['None'],"['Fox News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Other']",NA,NA,Male,NA,50,4 year degree
High Overperception,6,Republican,6,3,-3,1,1,0,2,0,No,2,No,0,Yes,Yes,Republican Donald Trump,Daily or more,4,Between once per week and once per month,0,['Other'],"['Facebook', 'Instagram', 'YouTube']","['Drudge Report', 'Fox News', 'Yahoo! News', 'CNN']",NA,1,Male,['White'],59,4 year degree
Low Overperception,3,Republican,4,2,1,0,1,0,1,-1,No,1,No,0,Yes,No,Republican Donald Trump,Daily or more,40,2-3 times a week,30,['The content represents my beliefs or attitudes'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Fox News', 'CNN', 'NY Times']",NA,2,female,['White'],37,4 year degree
Low Overperception,3,Democrat,3,-2,1,1,1,0,1,2,No,2,No,3,No,No,I did not vote,Daily or more,4,Once per week,1,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Facebook', 'YouTube']",['None'],NA,2,male,['White'],56,Some college
Low Overperception,2,Republican,5,2,-2,1,1,0,1,-1,No,-2,Uncertain / Do not remember,2,Yes,Yes,Republican Donald Trump,4-6 times a week,26,2-3 times a week,0,"[""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Facebook', 'Instagram', 'TikTok', 'YouTube', 'Gab', 'Parlor']","['Fox News', 'CNN', 'Other']",NA,2,Male,['White'],22,4 year degree
Low Overperception,4,Democrat,2,-2,3,1,1,0,1,-2,No,0,No,-1,Yes,Yes,Democrat Joe Biden,Daily or more,15,2-3 times a week,1,[],"['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,female,['White'],30,4 year degree
Low Overperception,4,Democrat,2,-2,2,1,1,0,1,-2,No,0,Uncertain / Do not remember,-1,Yes,No,Democrat Joe Biden,Daily or more,14,2-3 times a week,0,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Yahoo! News', 'CNN', 'NY Times', 'Washington Post']",NA,3,female,['White'],27,4 year degree
Low Overperception,6,Republican,5,1,2,1,1,0,1,1,No,1,No,0,Yes,No,Democrat Joe Biden,Daily or more,6,Between once per month and once per year,1,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Other']",NA,2,Male,"['Hispanic, Latinx, or Spanish origin', 'Asian']",36,4 year degree
Low Overperception,1,Democrat,2,-3,3,1,1,0,1,0,No,3,No,1,Yes,Yes,Democrat Joe Biden,4-6 times a week,0,Never,0,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'YouTube', 'Other']","['Five Thirty Eight', 'CNN', 'NY Times', 'Washington Post', 'Other']",NA,3,female,['White'],39,Postgraduate/Professional degree/other
